1000,0.269090
1000,0.267926
1000,0.266559
1000,0.269316
1000,0.267713
1500,1.392111
1500,1.381963
1500,1.378626
1500,1.382845
1500,1.384178
2000,5.070599
2000,4.986346
2000,5.038000
2000,5.033063
2000,5.019058
2500,13.322085
2500,14.278986
2500,13.752941
2500,14.034204
2500,13.263831
3000,31.180638
3000,31.079506
3000,30.644343
3000,30.429518
3000,31.218217
3500,58.500898
3500,59.268384
3500,59.001469
3500,58.480946
3500,58.929387
4000,96.110511
4000,96.133439
4000,96.066499
4000,95.651070
4000,95.472001
4500,144.970429
4500,144.693203
4500,143.847213
4500,145.817259
4500,143.889411
5000,206.071604
5000,207.226113
5000,206.109964
5000,207.600343
5000,206.722964
