1000,0.088130
1000,0.086810
1000,0.087712
1000,0.090618
1000,0.085502
1500,0.279105
1500,0.290090
1500,0.278203
1500,0.279608
1500,0.277694
2000,0.720309
2000,0.716921
2000,0.719834
2000,0.709026
2000,0.721655
2500,1.477141
2500,1.494965
2500,1.501477
2500,1.487004
2500,1.491468
3000,2.643950
3000,2.641611
3000,2.664406
3000,2.672925
3000,2.655848
3500,4.198302
3500,4.174913
3500,4.193853
3500,4.183027
3500,4.208923
4000,6.238772
4000,6.205155
4000,6.228327
4000,6.231667
4000,6.229639
4500,8.728308
4500,8.746192
4500,8.737313
4500,8.780094
4500,8.787375
5000,11.943265
5000,11.871615
5000,11.988869
5000,11.902493
5000,11.964951
