1000,0.218080
1000,0.219431
1000,0.217371
1000,0.216442
1000,0.218228
1500,1.244655
1500,1.243093
1500,1.247505
1500,1.241155
1500,1.240636
2000,4.708218
2000,4.707446
2000,4.722453
2000,4.706169
2000,4.698713
2500,11.843636
2500,11.725977
2500,11.766095
2500,11.719394
2500,11.794084
3000,23.680372
3000,23.682691
3000,23.694605
3000,23.689406
3000,23.839858
3500,42.335256
3500,42.792038
3500,42.239377
3500,42.074472
3500,42.445131
4000,69.727566
4000,70.007807
4000,69.809519
4000,70.434625
4000,70.103989
4500,108.356953
4500,107.650930
4500,108.295950
4500,107.594823
4500,108.008563
5000,157.422570
5000,158.495775
5000,157.294072
5000,156.782300
5000,157.996362
