1000,1.116342
1000,1.122930
1000,1.117869
1000,1.118142
1000,1.119155
1500,5.677895
1500,5.685956
1500,5.716964
1500,5.747022
1500,5.706791
2000,16.559364
2000,16.840416
2000,16.674327
2000,16.663535
2000,16.521163
2500,38.809956
2500,39.189639
2500,38.973413
2500,38.190395
2500,38.120779
3000,76.254998
3000,74.845671
3000,76.330896
3000,73.971863
3000,74.107603
3500,127.600814
3500,127.723924
3500,128.071781
3500,128.811152
3500,127.331835
4000,199.620163
4000,199.693299
4000,199.404082
4000,200.004316
4000,199.979095
4500,304.733600
4500,308.658118
4500,305.692257
4500,309.744600
4500,310.812487
5000,454.194885
5000,455.607028
5000,453.993814
5000,447.726827
5000,448.803681
