1000,0.170437
1000,0.168457
1000,0.166289
1000,0.166108
1000,0.175786
1500,1.142465
1500,1.146266
1500,1.148723
1500,1.153556
1500,1.160080
2000,4.667941
2000,4.679376
2000,4.676259
2000,4.668982
2000,4.674818
2500,12.051295
2500,11.990969
2500,11.905220
2500,11.891475
2500,11.892578
3000,24.214636
3000,24.125490
3000,24.003190
3000,24.656143
3000,24.132774
3500,43.540874
3500,42.975111
3500,42.849790
3500,43.668949
3500,42.697376
4000,70.648927
4000,72.404215
4000,70.734747
4000,70.318185
4000,70.441882
4500,108.913641
4500,109.597280
4500,108.605428
4500,110.897003
4500,109.145622
5000,159.251699
5000,159.731301
5000,158.551316
5000,158.333379
5000,158.420404
