1000,0.230172
1000,0.225274
1000,0.227195
1000,0.225407
1000,0.225080
1500,1.267574
1500,1.273594
1500,1.270234
1500,1.276350
1500,1.275461
2000,4.817053
2000,4.764092
2000,4.802191
2000,4.840487
2000,4.840062
2500,12.517633
2500,12.671735
2500,12.608911
2500,12.462881
2500,12.601654
3000,28.555628
3000,28.573496
3000,28.483079
3000,28.501016
3000,28.659607
3500,53.784149
3500,54.543996
3500,53.918535
3500,53.089083
3500,53.870995
4000,86.442358
4000,86.640821
4000,87.114506
4000,86.611363
4000,88.762002
4500,131.289081
4500,131.186601
4500,132.164643
4500,131.764335
4500,131.269244
5000,191.924421
5000,190.405741
5000,190.924343
5000,190.101608
5000,190.327148
