1000,1.102952
1000,1.103666
1000,1.098903
1000,1.098575
1000,1.097225
1500,5.695963
1500,5.711973
1500,5.691108
1500,5.718017
1500,5.715552
2000,16.403145
2000,16.859018
2000,16.616071
2000,16.550931
2000,16.444259
2500,38.061381
2500,37.702124
2500,37.738107
2500,37.772109
2500,37.733420
3000,73.309253
3000,76.715733
3000,74.276187
3000,76.439728
3000,75.019854
3500,129.127445
3500,132.843214
3500,139.849348
3500,126.838925
3500,127.497563
4000,218.178941
4000,216.155768
4000,199.435772
4000,200.131983
4000,199.463513
4500,303.205839
4500,303.341056
4500,303.270416
4500,307.246012
4500,303.405248
5000,445.705720
5000,441.874258
5000,479.186507
5000,446.951053
5000,440.544493
