1000,1.126314
1000,1.122827
1000,1.117160
1000,1.115803
1000,1.116865
1500,5.725121
1500,5.802602
1500,5.769231
1500,5.769510
1500,5.706769
2000,16.661439
2000,16.606196
2000,16.602078
2000,16.651975
2000,16.647018
2500,38.077272
2500,38.250977
2500,39.131910
2500,37.898159
2500,38.004533
3000,76.224629
3000,74.407456
3000,74.445954
3000,74.299607
3000,76.486485
3500,127.178372
3500,128.160845
3500,127.901438
3500,127.908391
3500,127.687743
4000,219.377727
4000,199.901577
4000,218.243344
4000,200.123507
4000,202.045852
4500,305.419994
4500,305.191423
4500,305.553547
4500,305.050275
4500,305.567106
5000,446.877298
5000,447.413834
5000,447.771938
5000,488.276499
5000,447.952170
