1000,0.185776
1000,0.190979
1000,0.185488
1000,0.184281
1000,0.183611
1500,1.195264
1500,1.183570
1500,1.193829
1500,1.190954
1500,1.189990
2000,4.785231
2000,4.743095
2000,4.799154
2000,4.717362
2000,4.776715
2500,12.719078
2500,12.740242
2500,12.787679
2500,12.862642
2500,13.172926
3000,28.255534
3000,28.021060
3000,28.100366
3000,28.771418
3000,28.217873
3500,50.401893
3500,49.109848
3500,49.365611
3500,52.760761
3500,49.668855
4000,84.583997
4000,84.366736
4000,79.944833
4000,84.234606
4000,79.568673
4500,122.909225
4500,129.535104
4500,122.276380
4500,122.291581
4500,129.610304
5000,175.838355
5000,187.036214
5000,176.931684
5000,187.442871
5000,189.185690
