1000,0.242447
1000,0.240848
1000,0.241179
1000,0.238367
1000,0.241429
1500,1.321258
1500,1.321464
1500,1.315970
1500,1.304954
1500,1.319003
2000,5.263504
2000,5.315616
2000,5.307485
2000,5.354765
2000,5.338578
2500,15.146751
2500,15.326599
2500,15.295516
2500,15.367942
2500,15.349455
3000,31.536948
3000,31.508706
3000,31.925663
3000,31.942649
3000,31.630064
3500,55.726854
3500,56.141097
3500,55.832330
3500,55.936382
3500,55.525347
4000,89.869215
4000,89.872316
4000,90.753974
4000,89.671712
4000,90.006124
4500,136.904158
4500,137.286084
4500,136.287773
4500,136.356257
4500,136.665593
5000,207.739639
5000,207.217838
5000,207.826023
5000,207.335110
5000,207.044328
